ID	Name_submitted	Overall_score	Name_matched_id	Name_matched	Name_score	Name_matched_rank	Author_submitted	Author_matched	Author_score	Canonical_author	Name_matched_accepted_family	Genus_submitted	Genus_matched	Genus_score	Specific_epithet_submitted	Specific_epithet_matched	Specific_epithet_score	Family_submitted	Family_matched	Family_score	Infraspecific_rank	Infraspecific_epithet_matched	Infraspecific_epithet_score	Infraspecific_rank_2	Infraspecific_epithet_2_matched	Infraspecific_epithet_2_score	Annotations	Unmatched_terms	Name_matched_url	Name_matched_lsid	Phonetic	Taxonomic_status	Accepted_name	Accepted_species	Accepted_name_author	Accepted_name_id	Accepted_name_rank	Accepted_name_url	Accepted_name_lsid	Accepted_family	Overall_score_order	Highertaxa_score_order	Source	Warnings
90	"'Thymelaeaceae Gyrinops moluccana'"	1	991918	"Gyrinops moluccana"	1	species				"(Miq.) Baill."	Thymelaeaceae	Gyrinops	Gyrinops	1	moluccana	moluccana	1	Thymelaeaceae	Thymelaeaceae	1								'	http://www.tropicos.org/Name/50314875		Y	Accepted	"Gyrinops moluccana"	"Gyrinops moluccana"	"(Miq.) Baill."	991918	species	http://www.tropicos.org/Name/50314875		Thymelaeaceae	1	1	tropicos	0
91	"'Miconia trichotoma (Desr. ) DC.'"	1	306257	"Miconia trichotoma"	1	species	"(Desr. ) DC."	"(Desr.) DC."	1	"(Desr.) DC."	Melastomataceae	Miconia	Miconia	1	trichotoma	trichotoma	1											'	http://www.tropicos.org/Name/20301351		Y	Accepted	"Miconia trichotoma"	"Miconia trichotoma"	"(Desr.) DC."	306257	species	http://www.tropicos.org/Name/20301351		Melastomataceae	1	1	tropicos	0
92	"'Asteraceae Iranecio eriospermus (DC. ) C. Jeffr.'"	0.96646	871946	"Iranecio eriospermus"	1	species	"(DC. ) C. Jeffr."	"(DC.) C. Jeffrey"	0.8323	"(DC.) C. Jeffrey"	Asteraceae	Iranecio	Iranecio	1	eriospermus	eriospermus	1	Asteraceae	Asteraceae	1								'	http://www.tropicos.org/Name/50192372		Y	Accepted	"Iranecio eriospermus"	"Iranecio eriospermus"	"(DC.) C. Jeffrey"	871946	species	http://www.tropicos.org/Name/50192372		Asteraceae	1	1	tropicos	0
93	"'Anacardiaceae Anacardiaceae Rhus canadensis'"	0.9	13725	"Rhus canadensis"	1	species				Marshall	Anacardiaceae	Rhus	Rhus	1	canadensis	canadensis	1	Anacardiaceae	Anacardiaceae	1								'Anacardiaceae	http://www.tropicos.org/Name/1300704		Y	"No opinion"									1	1	tropicos	2
94	"'Caprifoliaceae Valerianella sclerocarpa Fisch. & C. A. Mey.'"	1	1706234	"Valerianella sclerocarpa"	1	species	"Fisch. & C. A. Mey."	"Fisch. & C.A.Mey."	1	"Fisch. & C.A.Mey."	Caprifoliaceae	Valerianella	Valerianella	1	sclerocarpa	sclerocarpa	1	Caprifoliaceae	Caprifoliaceae	1								'	http://www.theplantlist.org/tpl1.1/search?q=Valerianella+sclerocarpa		Y	Accepted	"Valerianella sclerocarpa"	"Valerianella sclerocarpa"	"Fisch. & C.A.Mey."	1706234	species	http://www.theplantlist.org/tpl1.1/search?q=Valerianella+sclerocarpa		Caprifoliaceae	1	1	tpl	0
95	"'Gentianaceae Gentianopsis vvedenskyi (Grossh. ) Pissjauk.'"	1	1216347	"Gentianopsis vvedenskyi"	1	species	"(Grossh. ) Pissjauk."	"(Grossh.) Pissjauk."	1	"(Grossh.) Pissjauk."	Gentianaceae	Gentianopsis	Gentianopsis	1	vvedenskyi	vvedenskyi	1	Gentianaceae	Gentianaceae	1								'	http://www.tropicos.org/Name/100342168		Y	Accepted	"Gentianopsis vvedenskyi"	"Gentianopsis vvedenskyi"	"(Grossh.) Pissjauk."	1216347	species	http://www.tropicos.org/Name/100342168		Gentianaceae	1	1	tropicos	0
96	"'Geraniaceae Geranium sanguineum var. sanguineum'"	0.77149326622765	259756	"Geranium sanguineum"	0.77149326622765	species				L.	Geraniaceae	Geranium	Geranium	1	sanguineum	sanguineum	1	Geraniaceae	Geraniaceae	1								"'var. sanguineum"	http://www.tropicos.org/Name/13900047		Y	Accepted	"Geranium sanguineum"	"Geranium sanguineum"	L.	259756	species	http://www.tropicos.org/Name/13900047		Geraniaceae	1	1	tropicos	1
97	"'Asteraceae Bulbostylis scorodoniaefolia Kunth'"	0.67965907517394	1433224	"Bulbostylis scorodoniaefolia"	0.59957384396743	species	Kunth	Kunth	1	Kunth	Cyperaceae	Bulbostylis	Bulbostylis	1	scorodoniaefolia	scorodoniaefolia	1	Asteraceae										'Asteraceae	http://www.theplantlist.org/tpl1.1/search?q=Bulbostylis+scorodoniaefolia		Y	Synonym	"Brickellia secundiflora"	"Brickellia secundiflora"	"(Lag.) A.Gray"	1656982	species	http://www.theplantlist.org/tpl1.1/search?q=Brickellia+secundiflora		Asteraceae	1	14	tpl	4
98	"'Poaceae Nardus L.'"	0.9	671490	Nardus	1	genus				L.	Poaceae	Nardus	Nardus	1				Poaceae	Poaceae	1								'L.	http://www.tropicos.org/Name/40025241		Y	Accepted	Nardus		L.	671490	genus	http://www.tropicos.org/Name/40025241		Poaceae	1	1	tropicos	0
99	"'Asteraceae Erigeron poncinsii (Franch. ) Botsch.'"	1	79426	"Erigeron poncinsii"	1	species	"(Franch. ) Botsch."	"(Franch.) Botsch."	1	"(Franch.) Botsch."	Asteraceae	Erigeron	Erigeron	1	poncinsii	poncinsii	1	Asteraceae	Asteraceae	1								'	http://www.theplantlist.org/tpl1.1/search?q=Erigeron+poncinsii		Y	Accepted	"Erigeron poncinsii"	"Erigeron poncinsii"	"(Franch.) Botsch."	79426	species	http://www.theplantlist.org/tpl1.1/search?q=Erigeron+poncinsii		Asteraceae	1	1	tpl	0
100	"'Peridiscaceae Soyauxia grandifolia'"	1	304968	"Soyauxia grandifolia"	1	species				"Gilg & Stapf"	Peridiscaceae	Soyauxia	Soyauxia	1	grandifolia	grandifolia	1	Peridiscaceae	Peridiscaceae	1								'	http://www.tropicos.org/Name/20200004		Y	Accepted	"Soyauxia grandifolia"	"Soyauxia grandifolia"	"Gilg & Stapf"	304968	species	http://www.tropicos.org/Name/20200004		Peridiscaceae	1	1	tropicos	0
